Unnamed: 0,Station,Name,Sensor,Fecha,Valor,Estado,Estado_Anterior
1925779,2612500210,LA PICOTA,27,2022-10-10 12:00:00,78.0,0PSO0,
1925780,2612500210,LA PICOTA,27,2022-10-10 13:00:00,72.0,0PSO0,
1925781,2612500210,LA PICOTA,27,2022-10-10 14:00:00,84.0,0PSO0,
1925782,2612500210,LA PICOTA,27,2022-10-10 15:00:00,85.0,0PSO0,
1925783,2612500210,LA PICOTA,27,2022-10-10 16:00:00,90.0,0PSO0,
1925784,2612500210,LA PICOTA,27,2022-10-10 19:00:00,97.0,0PSO0,
1925785,2612500210,LA PICOTA,27,2022-10-10 20:00:00,95.0,0PSO0,
1925786,2612500210,LA PICOTA,27,2022-10-10 21:00:00,96.0,0PSO0,
1925787,2612500210,LA PICOTA,27,2022-10-10 22:00:00,97.0,0PSO0,
1925788,2612500210,LA PICOTA,27,2022-10-10 23:00:00,96.0,0PSO0,
1925789,2612500210,LA PICOTA,27,2022-10-11 00:00:00,96.0,0PSO0,
1925790,2612500210,LA PICOTA,27,2022-10-11 01:00:00,96.0,0PSO0,
1925791,2612500210,LA PICOTA,27,2022-10-11 03:00:00,97.0,0PSO0,
1925792,2612500210,LA PICOTA,27,2022-10-11 04:00:00,97.0,0PSO0,
1925793,2612500210,LA PICOTA,27,2022-10-11 05:00:00,96.0,0PSO0,
1925794,2612500210,LA PICOTA,27,2022-10-11 06:00:00,96.0,0PSO1,
1925795,2612500210,LA PICOTA,27,2022-10-11 07:00:00,98.0,0PSO0,
1925796,2612500210,LA PICOTA,27,2022-10-11 08:00:00,95.0,0PSO0,
1925797,2612500210,LA PICOTA,27,2022-10-11 09:00:00,64.0,0PSO0,
1925798,2612500210,LA PICOTA,27,2022-10-11 10:00:00,73.0,0PSO0,
1925799,2612500210,LA PICOTA,27,2022-10-11 15:00:00,56.0,0PSO0,
1925800,2612500210,LA PICOTA,27,2022-10-11 16:00:00,59.0,0PSO0,
1925801,2612500210,LA PICOTA,27,2022-10-11 17:00:00,86.0,0PSO0,
1925802,2612500210,LA PICOTA,27,2022-10-11 18:00:00,95.0,0PSO0,
1925803,2612500210,LA PICOTA,27,2022-10-11 19:00:00,97.0,0PSO0,
1925804,2612500210,LA PICOTA,27,2022-10-12 00:00:00,99.0,0PSO0,
1925805,2612500210,LA PICOTA,27,2022-10-12 01:00:00,98.0,0PSO0,
1925806,2612500210,LA PICOTA,27,2022-10-12 02:00:00,99.0,0PSO0,
1925807,2612500210,LA PICOTA,27,2022-10-12 03:00:00,100.0,0PSO0,
1925808,2612500210,LA PICOTA,27,2022-10-12 04:00:00,99.0,0PSO0,
1925809,2612500210,LA PICOTA,27,2022-10-12 05:00:00,99.0,0PSO0,
1925810,2612500210,LA PICOTA,27,2022-10-12 06:00:00,99.0,0PSO1,
1925811,2612500210,LA PICOTA,27,2022-10-12 07:00:00,100.0,0PSO0,
1925812,2612500210,LA PICOTA,27,2022-10-12 08:00:00,93.0,0PSO0,
1925813,2612500210,LA PICOTA,27,2022-10-12 09:00:00,94.0,0PSO0,
1925814,2612500210,LA PICOTA,27,2022-10-12 10:00:00,86.0,0PSO0,
1925815,2612500210,LA PICOTA,27,2022-10-12 11:00:00,86.0,0PSO1,
1925816,2612500210,LA PICOTA,27,2022-10-12 12:00:00,89.0,0PSO0,
1925817,2612500210,LA PICOTA,27,2022-10-12 13:00:00,90.0,0PSO0,
1925818,2612500210,LA PICOTA,27,2022-10-13 02:00:00,100.0,0PSO0,
1925819,2612500210,LA PICOTA,27,2022-10-13 03:00:00,100.0,0PSO0,
1925820,2612500210,LA PICOTA,27,2022-10-13 04:00:00,99.0,0PSO0,
1925821,2612500210,LA PICOTA,27,2022-10-13 05:00:00,99.0,0PSO0,
1925822,2612500210,LA PICOTA,27,2022-10-13 06:00:00,100.0,0PSO0,
1925823,2612500210,LA PICOTA,27,2022-10-13 07:00:00,100.0,0PSO1,
1925824,2612500210,LA PICOTA,27,2022-10-13 08:00:00,85.0,0PAT0,0PSO0
1925825,2612500210,LA PICOTA,27,2022-10-13 11:00:00,85.0,0PSO0,
1925826,2612500210,LA PICOTA,27,2022-10-13 12:00:00,92.0,0PSO0,
1925827,2612500210,LA PICOTA,27,2022-10-13 13:00:00,87.0,0PSO0,
1925828,2612500210,LA PICOTA,27,2022-10-13 14:00:00,91.0,0PSO0,
1925829,2612500210,LA PICOTA,27,2022-10-13 15:00:00,97.0,0PSO0,
1925830,2612500210,LA PICOTA,27,2022-10-13 21:00:00,100.0,0PSO0,
1925831,2612500210,LA PICOTA,27,2022-10-13 22:00:00,100.0,0PSO0,
1925832,2612500210,LA PICOTA,27,2022-10-13 23:00:00,100.0,0PSO0,
1925833,2612500210,LA PICOTA,27,2022-10-14 00:00:00,100.0,0PSO0,
1925834,2612500210,LA PICOTA,27,2022-10-14 01:00:00,100.0,0PSO0,
1925835,2612500210,LA PICOTA,27,2022-10-14 02:00:00,100.0,0PSO0,
1925836,2612500210,LA PICOTA,27,2022-10-14 03:00:00,100.0,0PSO0,
1925837,2612500210,LA PICOTA,27,2022-10-14 04:00:00,100.0,0PSO0,
1925838,2612500210,LA PICOTA,27,2022-10-14 05:00:00,100.0,0PSO0,
1925839,2612500210,LA PICOTA,27,2022-10-14 06:00:00,100.0,0PSO1,
1925840,2612500210,LA PICOTA,27,2022-10-14 07:00:00,100.0,0PSO1,
1925841,2612500210,LA PICOTA,27,2022-10-14 08:00:00,95.0,0PSO0,
1925842,2612500210,LA PICOTA,27,2022-10-14 09:00:00,86.0,0PSO0,
1925843,2612500210,LA PICOTA,27,2022-10-14 10:00:00,89.0,0PSO0,
1925844,2612500210,LA PICOTA,27,2022-10-14 11:00:00,92.0,0PSO0,
1925845,2612500210,LA PICOTA,27,2022-10-14 12:00:00,97.0,0PSO0,
1925846,2612500210,LA PICOTA,27,2022-10-14 13:00:00,98.0,0PSO0,
1925847,2612500210,LA PICOTA,27,2022-10-15 08:00:00,94.0,0PSO0,
1925848,2612500210,LA PICOTA,27,2022-10-15 09:00:00,83.0,0PSO0,
1925849,2612500210,LA PICOTA,27,2022-10-15 10:00:00,93.0,0PSO0,
1925850,2612500210,LA PICOTA,27,2022-10-15 11:00:00,95.0,0PSO0,
1925851,2612500210,LA PICOTA,27,2022-10-15 12:00:00,94.0,0PSO0,
1925852,2612500210,LA PICOTA,27,2022-10-15 15:00:00,97.0,0PSO0,
1925853,2612500210,LA PICOTA,27,2022-10-15 16:00:00,95.0,0PSO0,
1925854,2612500210,LA PICOTA,27,2022-10-15 17:00:00,99.0,0PSO0,
1925855,2612500210,LA PICOTA,27,2022-10-15 18:00:00,100.0,0PSO0,
1925856,2612500210,LA PICOTA,27,2022-10-15 19:00:00,100.0,0PSO0,
1925857,2612500210,LA PICOTA,27,2022-10-16 01:00:00,100.0,0PAT0,0PSO0
1925858,2612500210,LA PICOTA,27,2022-10-16 02:00:00,100.0,0PSO0,
1925859,2612500210,LA PICOTA,27,2022-10-16 03:00:00,100.0,0PSO0,
1925860,2612500210,LA PICOTA,27,2022-10-16 04:00:00,100.0,0PSO0,
1925861,2612500210,LA PICOTA,27,2022-10-16 05:00:00,100.0,0PSO0,
1925862,2612500210,LA PICOTA,27,2022-10-17 07:00:00,100.0,0PER0,0PSO0
1925863,2612500210,LA PICOTA,27,2022-10-17 08:00:00,100.0,0PER0,0PSO0
1925864,2612500210,LA PICOTA,27,2022-10-17 09:00:00,93.0,0PSO0,
1925865,2612500210,LA PICOTA,27,2022-10-17 10:00:00,92.0,0PSO0,
1925866,2612500210,LA PICOTA,27,2022-10-17 11:00:00,94.0,0PSO0,
1925867,2612500210,LA PICOTA,27,2022-10-18 02:00:00,100.0,0PSO0,
1925868,2612500210,LA PICOTA,27,2022-10-18 03:00:00,100.0,0PSO0,
1925869,2612500210,LA PICOTA,27,2022-10-18 04:00:00,100.0,0PSO0,
1925870,2612500210,LA PICOTA,27,2022-10-18 05:00:00,100.0,0PSO0,
1925871,2612500210,LA PICOTA,27,2022-10-18 06:00:00,100.0,0PSO1,
1925872,2612500210,LA PICOTA,27,2022-10-18 07:00:00,100.0,0PSO1,
1925873,2612500210,LA PICOTA,27,2022-10-18 08:00:00,96.0,0PSO0,
1925874,2612500210,LA PICOTA,27,2022-10-18 09:00:00,85.0,0PSO0,
1925875,2612500210,LA PICOTA,27,2022-10-18 13:00:00,94.0,0PSO0,
1925876,2612500210,LA PICOTA,27,2022-10-18 14:00:00,90.0,0PSO0,
1925877,2612500210,LA PICOTA,27,2022-10-18 15:00:00,91.0,0PSO0,
1925878,2612500210,LA PICOTA,27,2022-10-18 16:00:00,97.0,0PSO0,
1925879,2612500210,LA PICOTA,27,2022-10-18 17:00:00,99.0,0PSO0,
1925880,2612500210,LA PICOTA,27,2022-10-19 01:00:00,100.0,0PAT0,0PSO0
