;Station;lat;long;entidad;FreqInf;Observ;RASTERVALU;RegsNat;RP_ACP;LimInfRP
244;24015502;6.08860278;-73.44859722;CENICAFE;5T;;1495;Andina;11;7.150661486
245;24015503;6.37302778;-73.20760833;CENICAFE;5T;;1885;Andina;11;7.150661486
246;24015504;5.53567778;-73.64111111;CAR;H;;2232;Andina;15;6.64329611
247;24015506;5.44897222;-73.76905556;CAR;H;;2607;Andina;15;6.64329611
248;24015507;5.39227778;-73.85422222;CAR;10T;10T hasta 2024-04-02, r 163338, luego H;3126;Andina;15;6.64329611
249;24015508;4.30811111;-74.28175;CAR;10T;;2406;Andina;15;6.64329611
250;24015513;5.99669444;-73.67280833;ISAGEN;H;;2125;Andina;11;7.150661486
251;24025030;5.96708;-73.16202;IDEAM;H;;2842;Andina;11;7.150661486
252;24025050;6.274166667;-73.15055556;IDEAM;H;;1295;Andina;11;7.150661486
253;24025090;6.47;-72.96888889;IDEAM;H;;1692;Andina;11;7.150661486
254;24025501;6.49305278;-73.22111111;CENICAFE;5T;;1488;Andina;11;7.150661486
255;24027070;6.444722222;-73.15833333;IDEAM;10T;1 valor;1250;Andina;11;7.150661486
256;24030350;5.830083333;-73.04461111;IDEAM;H;;2613;Andina;7;11.59431877
257;24030680;6.81078;-72.55605;IDEAM;H;;3221;Andina;12;10.59585194
258;24030950;6.706388889;-72.72972222;IDEAM;H;;2195;Andina;7;11.59431877
259;24035250;6.18778;-72.46556;IDEAM;H;;2958;Andina;7;11.59431877
260;24035340;5.676944444;-72.96791667;IDEAM;H;;2482;Andina;7;11.59431877
261;24035360;5.985416667;-72.99702778;IDEAM;H;;3807;Andina;11;7.150661486
262;24035370;6.50675;-72.45275;IDEAM;H;;3500;Andina;7;11.59431877
263;24035380;6.50911;-72.31417;IDEAM;H;;4670;Andina;7;11.59431877
264;24035390;6.94539;-72.69633;IDEAM;H;;3728;Andina;7;11.59431877
265;24035410;5.72647;-72.92067;IDEAM;H;;2480;Andina;7;11.59431877
266;24035430;5.74583;-73.11636;IDEAM;H;;2499;Andina;7;11.59431877
267;24035440;6.493583333;-72.31161111;IDEAM;H;;5030;Andina;7;11.59431877
268;24035501;6.70155;-73.06749167;CENICAFE;5T;;1701;Andina;7;11.59431877
269;24037620;6.490361111;-72.407;IDEAM;H;;3103;Andina;7;11.59431877
270;24055070;6.82339;-73.47206;IDEAM;H;;1095;Andina;11;7.150661486
271;24055080;6.98297;-73.70489;IDEAM;H;;90;Andina;7;11.59431877
272;24055501;6.86356667;-73.38411667;CENICAFE;5T;;1352;Andina;7;11.59431877
273;25010010;7.890277778;-75.68;IDEAM;H;;54;Caribe;6;15.46150028
274;25015020;7.93133333;-75.55405556;EST_PART;H;;49;Caribe;6;15.46150028
275;25025000;9.911972222;-74.08580556;IDEAM;H;;104;Caribe;5;-0.481937599
276;25025002;9.304055556;-74.27363889;IDEAM;H;;29;Caribe;5;-0.481937599
277;25025030;8.295063889;-75.16455556;IDEAM;H;;33;Caribe;6;15.46150028
278;25025100;9.281944444;-74.84527778;IDEAM;H;;58;Caribe;6;15.46150028
279;25025190;8.399333333;-75.58372222;IDEAM;H;;82;Caribe;6;15.46150028
280;25025240;8.542694444;-74.62733306;IDEAM;H;;20;Caribe;6;15.46150028
281;25025270;9.316388889;-75.3875;IDEAM;H;;181;Caribe;6;15.46150028
282;25025280;9.357083333;-75.28925;IDEAM;H;;194;Caribe;6;15.46150028
283;25025330;8.954222222;-73.63008333;IDEAM;H;;74;Caribe;5;-0.481937599
284;25025340;8.596833333;-75.14269444;IDEAM;H;;25;Caribe;6;15.46150028
285;25025350;9.316388889;-75.3875;IDEAM;H;;181;Caribe;6;15.46150028
286;25025360;9.046333333;-73.97083333;IDEAM;H;;31;Caribe;5;-0.481937599
287;25025380;9.163888889;-75.04472222;IDEAM;H;;91;Caribe;6;15.46150028
288;25027720;9.133916667;-73.77280556;IDEAM;H;;27;Caribe;5;-0.481937599
289;26015010;2.474833056;-76.58129361;IDEAM;H;;1804;Andina;21;2.114275684
290;26015030;2.356848889;-76.40354444;IDEAM;H;;3639;Andina;21;2.114275684
291;26015040;2.448041111;-76.43574694;IDEAM;H;;2561;Andina;21;2.114275684
292;26015050;2.191722222;-76.48202778;IDEAM;H;;2993;Andina;21;2.114275684
293;26035090;2.699175;-76.59544444;IDEAM;H;;1750;Andina;21;2.114275684
294;26035100;2.479555556;-76.82775;IDEAM;H;;1736;Andina;21;2.114275684
295;26035501;2.40194167;-76.73833056;CENICAFE;5T;;1736;Andina;21;2.114275684
296;26055100;3.416055556;-76.6515;IDEAM;H;;2248;Andina;17;16.01869045
297;26055110;3.185361111;-76.56930556;IDEAM;H;;983;Andina;17;16.01869045
298;26055120;3.378;-76.53388889;IDEAM;H;;976;Andina;17;16.01869045
299;26055501;3.73838889;-76.22083056;CENICAFE;5T;;1512;Andina;17;16.01869045
300;26065501;3.21558056;-76.68021944;CENICAFE;5T;;1758;Andina;17;16.01869045
301;26065502;2.75055556;-76.57916667;CENICAFE;5T;;1658;Andina;21;2.114275684
302;26075120;3.314055556;-76.18569444;IDEAM;H;;1593;Andina;17;16.01869045
303;26075150;3.532991667;-76.3825;IDEAM;H;;962;Andina;17;16.01869045
304;26075501;3.29146944;-76.17735833;CENICAFE;5T;;1517;Andina;17;16.01869045
305;26085160;3.4255;-76.56061111;IDEAM;H;;1205;Andina;17;16.01869045
306;26085170;3.360416667;-76.29972222;IDEAM;H;;998;Andina;17;16.01869045
307;26085501;5.00133056;-75.998;CENICAFE;5T;;1555;Andina;14;14.37691386
308;26095320;3.360416667;-76.30000556;IDEAM;H;;998;Andina;17;16.01869045
309;26105240;3.879111111;-76.10055556;IDEAM;H;;2111;Andina;17;16.01869045
310;26105250;4.689777778;-75.92519444;IDEAM;H;;924;Andina;14;14.37691386
311;26115090;4.775583333;-76.14427778;IDEAM;H;;1945;Andina;14;14.37691386
312;26115501;4.21361111;-76.31497222;CENICAFE;5T;;1327;Andina;17;16.01869045
313;26125061;4.454722222;-75.76638889;IDEAM;H;;1211;Andina;14;14.37691386
314;26125290;4.531583333;-75.69069444;IDEAM;H;;1431;Andina;14;14.37691386
315;26125300;4.528305556;-75.59638889;IDEAM;H;;2224;Andina;14;14.37691386
316;26125501;4.20441667;-75.76866667;CENICAFE;5T;;1629;Andina;14;14.37691386
317;26125502;4.29755833;-75.86396111;CENICAFE;5T;;1456;Andina;14;14.37691386
318;26125503;4.285;-75.9025;CENICAFE;5T;;1520;Andina;14;14.37691386
319;26125504;4.39555556;-75.73416667;CENICAFE;5T;;1201;Andina;14;14.37691386
320;26125505;4.50111111;-75.67138889;CENICAFE;5T;;1455;Andina;14;14.37691386
321;26125506;4.51833333;-75.7925;CENICAFE;5T;;1250;Andina;14;14.37691386
322;26125507;4.67138889;-75.77721944;CENICAFE;5T;;1254;Andina;14;14.37691386
323;26125508;4.7475;-75.73805556;CENICAFE;5T;;1321;Andina;14;14.37691386
324;26125509;4.29944444;-75.72508056;CENICAFE;5T;;1647;Andina;14;14.37691386
325;26125710;4.812675;-75.73951944;IDEAM;H;;1341;Andina;14;14.37691386
326;26125720;4.40204722;-75.716025;CRQ;H;;1176;Andina;14;14.37691386
327;26125740;4.63277778;-75.45944444;CRQ;H;;2945;Andina;14;14.37691386
328;26125760;4.48166667;-75.63527778;CRQ;H;;1894;Andina;14;14.37691386
329;26135290;4.929583333;-75.73838889;IDEAM;H;;1615;Andina;14;14.37691386
330;26135300;4.728583056;-75.57822222;IDEAM;H;;1874;Andina;14;14.37691386
331;26135310;4.846861111;-75.63563889;IDEAM;H;;1871;Andina;14;14.37691386
332;26135320;4.802611111;-75.38047222;IDEAM;H;;4730;Andina;14;14.37691386
333;26135330;4.776361111;-75.4125;IDEAM;H;;3919;Andina;14;14.37691386
334;26135501;4.86833333;-75.79333333;CENICAFE;5T;;1109;Andina;14;14.37691386
335;26135502;4.91194444;-75.62416389;CENICAFE;5T;;1634;Andina;14;14.37691386
336;26135503;4.97194444;-75.65221944;CENICAFE;5T;;1381;Andina;14;14.37691386
337;26145090;5.207472222;-75.90294444;IDEAM;H;;1773;Andina;14;14.37691386
338;26145501;5.10505556;-75.93305556;CENICAFE;5T;;1809;Andina;14;14.37691386
339;26145503;5.23133056;-75.77961667;CENICAFE;5T;;1609;Andina;14;14.37691386
340;26145504;5.32555278;-75.812775;CENICAFE;5T;;1658;Andina;14;14.37691386
341;26145505;4.97921944;-75.83555556;CENICAFE;5T;;1164;Andina;14;14.37691386
342;26145506;4.98635833;-75.84574722;CENICAFE;5T;;1042;Andina;14;14.37691386
343;26145507;5.038;-75.80599722;CENICAFE;5T;;1491;Andina;14;14.37691386
344;26145508;5.09497222;-75.79174722;CENICAFE;5T;;1730;Andina;14;14.37691386
345;26155110;5.029777778;-75.46991667;IDEAM;H;;2076;Andina;14;14.37691386
346;26155150;4.934527778;-75.35038889;IDEAM;H;;4100;Andina;14;14.37691386
347;26155170;5.032222222;-75.43833333;IDEAM;H;;2337;Andina;14;14.37691386
348;26155220;5.048666667;-75.51388889;IDEAM;H;;1874;Andina;14;14.37691386
349;26155230;5.08525;-75.50713889;IDEAM;H;;2165;Andina;14;14.37691386
350;26155240;4.859444444;-75.38241667;IDEAM;H;;3602;Andina;14;14.37691386
351;26155250;4.829805556;-75.37583333;IDEAM;H;;4378;Andina;14;14.37691386
352;26155260;4.840666667;-75.36161111;IDEAM;H;;4274;Andina;14;14.37691386
353;26155270;4.886611111;-75.42897222;IDEAM;H;;3033;Andina;14;14.37691386
354;26155502;4.99111111;-75.59749722;CENICAFE;5T;;1303;Andina;14;14.37691386
355;26155503;4.98972222;-75.58971944;CENICAFE;5T;;1412;Andina;14;14.37691386
356;26155505;5.070275;-75.68555278;CENICAFE;5T;;1029;Andina;14;14.37691386
357;26157170;4.820388889;-75.37713889;IDEAM;H;;4602;Andina;14;14.37691386
358;26157190;4.900916667;-75.45111111;IDEAM;H;;2680;Andina;14;14.37691386
359;26165501;5.43333333;-75.5;CENICAFE;5T;;1575;Andina;14;14.37691386
360;26165502;5.6;-75.84972222;CENICAFE;5T;;1605;Andina;11;7.150661486
361;26175501;5.45;-75.63305556;CENICAFE;5T;;1449;Andina;14;14.37691386
362;26175502;5.7;-75.65999722;CENICAFE;5T;;663;Andina;11;7.150661486
363;26180180;5.71525;-75.2945;IDEAM;H;;2378;Andina;11;7.150661486
364;26180250;5.35;-75.31777778;IDEAM;H;;3299;Andina;14;14.37691386
365;26185020;5.886361111;-75.31863889;IDEAM;H;;2374;Andina;11;7.150661486
366;26185030;5.799166667;-75.78952778;IDEAM;H;;2268;Andina;11;7.150661486
367;26185050;5.859583333;-75.55627778;IDEAM;H;;1646;Andina;11;7.150661486
368;26185501;5.67771944;-75.34780556;CENICAFE;5T;;1848;Andina;11;7.150661486
369;26195501;5.66010833;-75.91413889;CENICAFE;5T;;1573;Andina;11;7.150661486
370;26195502;5.86866667;-75.99044167;CENICAFE;5T;;1474;Andina;11;7.150661486
371;26200120;6.072944444;-75.79458333;IDEAM;H;2 valores;1373;Andina;11;7.150661486
372;26205501;5.62583056;-75.70527778;CENICAFE;5T;;1414;Andina;11;7.150661486
373;26215501;6.04244167;-75.92149722;CENICAFE;5T;;1991;Andina;11;7.150661486
374;26225060;6.533916667;-75.82733333;IDEAM;H;;512;Andina;11;7.150661486
375;26255030;7.157222222;-75.442275;IDEAM;H;;1104;Andina;6;15.46150028
376;27015280;6.632027778;-75.64444444;IDEAM;H;;3184;Andina;11;7.150661486
377;27015290;6.286333333;-75.61279167;IDEAM;H;;1929;Andina;11;7.150661486
378;27015300;6.253277778;-75.55;IDEAM;H;;1639;Andina;11;7.150661486
379;27015310;6.32975;-75.55211111;IDEAM;H;;1425;Andina;11;7.150661486
380;27015320;6.78;-75.56;IDEAM;H;;2625;Andina;11;7.150661486
381;27015330;6.224679;-75.588225;IDEAM;H;;1488;Andina;11;7.150661486
382;27015501;6.58095833;-75.11487778;CENICAFE;5T;;1547;Andina;11;7.150661486
383;28015070;10.56638889;-73.01638889;IDEAM;H;;227;Caribe;5;-0.481937599
384;28015110;10.36533333;-72.99763889;IDEAM;H;;1755;Caribe;5;-0.481937599
385;28025090;9.85025;-73.26547222;IDEAM;H;;102;Caribe;5;-0.481937599
386;28025120;10.02908333;-73.04619444;IDEAM;H;;2252;Caribe;5;-0.481937599
387;28025130;9.640611111;-73.52394444;IDEAM;H;;59;Caribe;5;-0.481937599
388;28025501;9.53305556;-73.18033056;CENICAFE;5T;;1513;Caribe;5;-0.481937599
389;28025502;10.43616667;-73.24766667;IDEAM;H;;137;Caribe;5;-0.481937599
390;28035060;10.46361111;-73.24805556;IDEAM;H;;165;Caribe;5;-0.481937599
391;28035070;10.73213889;-73.39241667;IDEAM;H;;1282;Caribe;3;10.48394793
392;28045501;10.42;-73.57;CENICAFE;5T;;1186;Caribe;3;10.48394793
393;29004520;11.00638889;-74.785;IDEAM;H;;7;Caribe;4;17.34192196
394;29015000;10.06444444;-74.85222222;IDEAM;H;;19;Caribe;4;17.34192196
395;29015040;9.72;-75.11;IDEAM;H;;157;Caribe;4;17.34192196
396;29035000;10.14258333;-75.27827778;IDEAM;H;;3;Caribe;4;17.34192196
397;29035080;10.45358333;-74.95463889;IDEAM;H;;11;Caribe;4;17.34192196
398;29035200;10.49;-75.12694444;IDEAM;H;;12;Caribe;4;17.34192196
399;29045000;10.63672222;-74.91888889;IDEAM;H;;99;Caribe;4;17.34192196
400;29045110;10.83388889;-75.04611111;IDEAM;H;;58;Caribe;4;17.34192196
401;29045150;7.746027778;-76.4325;IDEAM;H;;487;Andina;6;15.46150028
402;29045180;11.03936111;-74.81975;IDEAM;H;;7;Caribe;4;17.34192196
403;29045190;10.91777778;-74.77972222;IDEAM;H;;23;Caribe;4;17.34192196
404;29065000;10.51002778;-74.50666667;IDEAM;H;;14;Caribe;4;17.34192196
405;29065120;10.46536111;-73.92777778;IDEAM;H;;1202;Caribe;3;10.48394793
406;29065130;10.85;-74.13333333;IDEAM;H;;43;Caribe;4;17.34192196
407;29065140;10.452;-73.97338333;IDEAM;H;;333;Caribe;3;10.48394793
408;29065501;10.9;-74.08;CENICAFE;5T;;1114;Caribe;3;10.48394793
409;31095030;3.874416667;-67.91905556;IDEAM;H;;98;Orinoquía;25;22.31509932
410;32067030;3.79243;-73.92308;IDEAM;H;;667;Andina;23;24.76380332
411;32075501;3.51995;-74.08978611;CENICAFE;5T;;976;Amazonía;23;24.76380332
412;32105080;2.549999722;-72.65;IDEAM;H;;185;Orinoquía;24;15.28516932
413;33035010;4.574416667;-71.34075;IDEAM;H;;168;Orinoquía;13;6.52548999
414;35017020;4.103019444;-72.93638333;IDEAM;10T;2 valores;177;Orinoquía;13;6.52548999
415;35020300;4.253916667;-74.00269444;IDEAM;H;;2283;Andina;12;10.59585194
416;35025080;4.661;-73.82733;IDEAM;H;;3184;Andina;12;10.59585194
417;35025090;4.664888889;-73.84663889;IDEAM;H;;2907;Andina;12;10.59585194
418;35025110;4.057361111;-73.46791667;IDEAM;H;;338;Orinoquía;12;10.59585194
419;35025501;4.29794167;-73.87238889;CENICAFE;5T;;1537;Andina;12;10.59585194
420;35025502;4.55966194;-73.99972222;CAR;10T;10T hasta 2024-07-03, r 160612, luego H;3343;Andina;12;10.59585194
421;35027510;4.6645;-73.86308333;IDEAM;H;;2425;Andina;12;10.59585194
422;35035100;4.14;-73.62;IDEAM;H;;427;Orinoquía;12;10.59585194
423;35035110;4.273861111;-73.58686111;IDEAM;H;;660;Orinoquía;12;10.59585194
424;35035130;4.713666667;-73.80325;IDEAM;H;;3837;Andina;12;10.59585194
425;35037100;4.235333333;-73.63536111;IDEAM;10T;1 valor;533;Orinoquía;12;10.59585194
426;35060210;4.65025;-73.64144444;IDEAM;H;;2160;Andina;12;10.59585194
427;35075040;4.974361111;-73.31675;IDEAM;H;;1742;Andina;12;10.59585194
428;35075070;5.21639;-73.34697;IDEAM;H;;2003;Andina;12;10.59585194
429;35075080;5.39239;-73.56278;IDEAM;H;;3358;Andina;12;10.59585194
430;35075090;5.08333333;-73.65;CAR;H;;2511;Andina;12;10.59585194
431;35080050;5.096361111;-73.05322222;IDEAM;H;;1309;Andina;12;10.59585194
432;35085060;5.294944444;-73.16994444;IDEAM;H;;1407;Andina;12;10.59585194
433;35085070;4.84125;-73.25669444;IDEAM;H;;1079;Andina;12;10.59585194
434;35085080;5.099194444;-73.436;IDEAM;H;;1894;Andina;12;10.59585194
435;35095110;4.65147;-72.91547;IDEAM;H;;345;Orinoquía;12;10.59585194
436;35095120;5.55663;-72.88175;IDEAM;H;;3018;Andina;12;10.59585194
437;35095130;6.362;-72.28201667;IDEAM;H;;4355;Andina;12;10.59585194
438;35105050;4.46865;-72.95364;IDEAM;H;;198;Orinoquía;13;6.52548999
439;35165000;5.574972222;-72.941;IDEAM;H;;3083;Andina;12;10.59585194
440;35185010;4.260361111;-72.56447222;IDEAM;H;;178;Orinoquía;13;6.52548999
441;35195020;5.027257778;-72.86984167;IDEAM;H;;1120;Orinoquía;12;10.59585194
442;35195050;5.407277778;-72.71722222;IDEAM;H;;1512;Orinoquía;12;10.59585194
443;35195060;5.523611111;-72.79097222;IDEAM;H;;2940;Andina;12;10.59585194
444;35215020;5.320444444;-72.3875;IDEAM;H;;313;Orinoquía;12;10.59585194
445;35215030;5.720555556;-72.48847222;IDEAM;H;;1468;Andina;12;10.59585194
446;35225030;4.910472222;-71.43305556;IDEAM;H;;141;Orinoquía;13;6.52548999
447;35235010;6.011666667;-72.52927778;IDEAM;H;;3614;Andina;12;10.59585194
448;35235040;5.419027778;-71.66616667;IDEAM;H;;171;Orinoquía;13;6.52548999
449;35235050;5.818583333;-72.16677778;IDEAM;H;;1003;Orinoquía;12;10.59585194
450;35237040;5.419;-71.666;IDEAM;H;;169;Orinoquía;13;6.52548999
451;35260050;5.561361111;-70.28063889;IDEAM;H;;107;Orinoquía;13;6.52548999
452;36015020;5.816194444;-71.41983333;IDEAM;H;;157;Orinoquía;13;6.52548999
453;36015501;5.87221944;-72.11944167;CENICAFE;5T;;799;Orinoquía;12;10.59585194
454;37015030;7.187;-72.8685;IDEAM;H;;3309;Andina;12;10.59585194
455;37015501;7.29605833;-72.49772778;CENICAFE;5T;;1627;Andina;12;10.59585194
456;37045010;6.946388889;-71.89055556;IDEAM;H;;247;Orinoquía;12;10.59585194
457;44015060;1.157333333;-76.65183333;IDEAM;H;;646;Andina;22;23.03727746
458;44015070;1.082888889;-76.66711111;IDEAM;H;;712;Andina;22;23.03727746
459;44015501;1.08499722;-76.70763889;CENICAFE;5T;;1000;Andina;22;23.03727746
460;44035040;1.733;-75.64502778;IDEAM;H;;600;Andina;23;24.76380332
461;44035050;1.5;-75.66;IDEAM;H;;239;Amazonía;23;24.76380332
462;44035501;1.57381944;-75.3402;CENICAFE;5T;;387;Amazonía;23;24.76380332
463;44045030;1.303361111;-75.80772222;IDEAM;H;;258;Amazonía;23;24.76380332
464;44055010;0.7375;-75.23611111;IDEAM;H;;191;Amazonía;23;24.76380332
465;46015030;2.063;-74.76269444;IDEAM;H;;273;Amazonía;23;24.76380332
466;46035010;1.640222222;-75.16266667;IDEAM;H;;278;Amazonía;23;24.76380332
467;47015100;1.159944444;-77.16147222;IDEAM;H;;2803;Andina;22;23.03727746
468;47035030;-0.173722222;-74.89813889;IDEAM;H;;182;Amazonía;26;15.88245078
469;48015010;-4.194;-69.941;IDEAM;H;;82;Amazonía;26;15.88245078
470;48015040;-3.780305556;-70.36263889;IDEAM;H;;94;Amazonía;26;15.88245078
471;48015050;-4.193861111;-69.94091667;IDEAM;H;;82;Amazonía;26;15.88245078
472;51025060;1.408638889;-78.28161111;IDEAM;H;;506;Andina;21;2.114275684
473;51025080;1.248333333;-78.0925;IDEAM;H;;1004;Andina;21;2.114275684
474;51025090;1.550194444;-78.69558333;IDEAM;H;;15;Pacífico;20;8.453399426
475;51035020;1.819166667;-78.73;IDEAM;H;;0;Pacífico;20;8.453399426
476;52015050;2.032777778;-77.22166667;IDEAM;H;;1641;Andina;21;2.114275684
477;52015501;2.12519167;-77.19266667;CENICAFE;5T;;1709;Andina;21;2.114275684
478;52020070;1.814166667;-76.78288889;IDEAM;H;;2426;Andina;21;2.114275684
479;52025080;1.96;-77.12;IDEAM;H;;598;Andina;21;2.114275684
480;52025090;2.193833333;-76.75033333;IDEAM;H;;1908;Andina;21;2.114275684
481;52025501;2.09294167;-76.81202778;CENICAFE;5T;;1649;Andina;21;2.114275684
482;52035040;1.62;-77.34;IDEAM;H;;951;Andina;21;2.114275684
483;52035501;1.61555556;-77.10971944;CENICAFE;5T;;1599;Andina;21;2.114275684
484;52040050;1.397333333;-77.03052778;IDEAM;H;;2089;Andina;21;2.114275684
485;52045080;1.23;-77.28;IDEAM;H;;2530;Andina;21;2.114275684
486;52050060;1.0995;-77.29972222;IDEAM;H;;2985;Andina;21;2.114275684
487;52050080;1.094166667;-77.39197222;IDEAM;H;;2411;Andina;21;2.114275684
488;52050090;1.05525;-77.49955556;IDEAM;H;;2594;Andina;21;2.114275684
489;52055090;1.107583333;-77.38936111;IDEAM;H;;2739;Andina;21;2.114275684
490;52055150;0.843111111;-77.38880556;IDEAM;H;;3556;Andina;21;2.114275684
491;52055160;0.846583333;-77.92122222;IDEAM;H;;4013;Andina;21;2.114275684
492;52055170;0.930305556;-77.49119444;IDEAM;H;;2430;Andina;21;2.114275684
493;52055210;1.16;-77.27880556;IDEAM;H;;2783;Andina;21;2.114275684
494;52055220;1.070707855;-77.63693569;IDEAM;H;;3031;Andina;21;2.114275684
495;52055230;0.857083333;-77.67775;IDEAM;H;;2962;Andina;21;2.114275684
496;52055501;1.25472222;-77.48777778;CENICAFE;5T;;1596;Andina;21;2.114275684
497;52055502;1.30088889;-77.46035833;CENICAFE;5T;;1752;Andina;21;2.114275684
498;53045040;2.574416667;-77.89475;IDEAM;H;;4;Pacífico;20;8.453399426
499;53075020;2.311416667;-77.25877778;IDEAM;H;;1595;Andina;21;2.114275684
500;53115501;3.61044167;-76.63785833;CENICAFE;5T;;1412;Andina;17;16.01869045
501;53115502;3.80916389;-76.53305556;CENICAFE;5T;;1388;Andina;17;16.01869045
502;54010010;5.15875;-76.68922222;IDEAM;H;;62;Pacífico;10;36.58247136
503;54015010;5.233444444;-76.03163889;IDEAM;H;;1475;Andina;14;14.37691386
504;54015020;5.270111111;-76.55183611;IDEAM;H;;81;Pacífico;10;36.58247136
505;54017040;5.265111111;-76.56275;IDEAM;H;2 valores;74;Pacífico;10;36.58247136
506;54020020;4.955694444;-76.60555556;IDEAM;H;;51;Andina;10;36.58247136
507;54020090;5.0735;-76.67666667;IDEAM;H;;51;Pacífico;10;36.58247136
508;54025010;4.898083333;-76.67666667;IDEAM;H;;44;Pacífico;10;36.58247136
509;54035501;4.72638889;-76.11446944;CENICAFE;5T;;1539;Andina;14;14.37691386
510;54050010;4.716666667;-76.91666667;IDEAM;H;;33;Pacífico;10;36.58247136
511;54077210;3.925147222;-77.34900556;IDEAM;H;;0;Pacífico;16;45.24954504
512;55015010;5.521083333;-76.97316667;IDEAM;H;;21;Pacífico;10;36.58247136
513;55015020;4.958061111;-77.36226389;IDEAM;H;;0;Pacífico;10;36.58247136
514;56010040;5.708055556;-77.26583333;IDEAM;H;;3;Pacífico;10;36.58247136
515;56015010;6.223333333;-77.40444444;IDEAM;H;;7;Pacífico;10;36.58247136
516;56015040;7.104083333;-77.76411111;IDEAM;H;;0;Pacífico;10;36.58247136
517;56019010;6.268638889;-77.43316667;IDEAM;H;;0;Pacífico;10;36.58247136
518;56125730;4.62325;-75.43096111;CRQ;H;;3239;Andina;14;14.37691386
519;57015010;4.096;-81.60883333;EST_PART;H;;;;;31.85010926
520;57025020;2.962944444;-78.17436111;IDEAM;H;;0;Insular;20;8.453399426
521;88112901;;;IDEAM;5T;;;;;11.39211501
522;1111500036;6.6363;-76.07073333;IDEAM;H;;1890;Andina;11;7.150661486
523;1117500060;5.51;-76.58;IDEAM;H;;44;Pacífico;10;36.58247136
524;1206500136;10.40031111;-75.51328056;IDEAM;H;;28;Caribe;4;17.34192196
525;1303500074;8.508777778;-76.17541667;IDEAM;H;;82;Caribe;6;15.46150028
526;1303500129;8.94;-75.45;IDEAM;H;;73;Caribe;6;15.46150028
527;1501500054;11.23052222;-74.05978611;IDEAM;H;;381;Caribe;3;10.48394793
528;1507500207;11.71555556;-72.21444444;IDEAM;H;;26;Caribe;2;3.679334172
529;1508500053;12.33919444;-71.34508056;IDEAM;H;;25;Caribe;2;3.679334172
530;1509500118;11.21015;-73.84445;IDEAM;H;;234;Caribe;2;3.679334172
531;1602500044;7.913166667;-72.80302778;IDEAM;H;;1258;Andina;8;13.68987482
532;1602500063;7.299088889;-72.74576111;IDEAM;H;;2691;Andina;8;13.68987482
533;1602500110;7.645111111;-72.79916944;IDEAM;H;;960;Andina;8;13.68987482
534;2119500111;4.21;-74.64;IDEAM;H;;326;Andina;19;9.770656205
535;2120000099;4.749234;-74.08073;IDIGER;T;;2614;Andina;15;6.64329611
536;2120000100;4.652389;-74.075434;IDIGER;T;;2552;Andina;15;6.64329611
537;2120000102;4.63536944;-74.20540833;IDIGER;T;;2537;Andina;15;6.64329611
538;2120000104;4.81326;-74.03146;IDIGER;T;;2570;Andina;15;6.64329611
539;2120000105;4.763457;-74.021772;IDIGER;T;;2733;Andina;15;6.64329611
540;2120000106;4.5117;-74.16352222;IDIGER;T;;3081;Andina;15;6.64329611
541;2120000107;4.53602;-74.10654;IDIGER;T;;2728;Andina;12;10.59585194
542;2120500050;5.15886;-74.02322;IDEAM;H;;3222;Andina;15;6.64329611
543;2120500135;4.85414;-74.03269;IDEAM;H;;2547;Andina;15;6.64329611
544;2120500204;4.621556111;-74.10470889;IDEAM;H;;2559;Andina;15;6.64329611
545;2120700037;4.556439;-74.125173;IDIGER;T;;2564;Andina;15;6.64329611
546;2120700038;4.56235;-74.148869;IDIGER;T;;2571;Andina;15;6.64329611
547;2120700162;4.63825;-74.52002778;IDEAM;H;;614;Andina;15;6.64329611
548;2121500042;4.600222222;-75.336;IDEAM;H;;2515;Andina;18;12.47396368
549;2121500048;4.418808333;-75.20585;IDEAM;H;;1148;Andina;18;12.47396368
550;2201500047;3.284138889;-75.80245;IDEAM;H;;1722;Andina;18;12.47396368
551;2202500051;3.2058;-75.6542;IDEAM;H;;1603;Andina;19;9.770656205
