Station,minimo,maximo,media,mediana,desvest,varianza
11025501,0.0,0.4212657,0.2543552358761644,0.3811027,0.18324840552202362,0.03357997812636402
11105020,-27950.0,32778.0,2349.7657701273083,0.0,5040.866951302948,25410339.62073828
11115501,0.0,0.4850246,0.24866749244825148,0.3899213,0.20431728449179995,0.04174555274210311
11135030,0.0,194.0,56.47507498450041,59.0,24.04784777146897,578.2989824397451
12015100,-18735.0,32778.0,209.2370119372486,42.0,1492.8992240703744,2228748.0932299257
12015110,-30976.0,25548.0,55.088009505725566,54.0,707.1185561691088,500016.6524786852
13085050,-69632.0,110138.0,431.81458028900795,24.0,2886.2393209885727,8330377.418020577
15085050,-32120.0,32778.0,201.32501135962033,4.0,1647.2263749142464,2713354.7302131294
16015130,0.0,32779.0,57.28343451022291,61.0,307.3920738992325,94489.88709607121
16015502,0.0,0.3399348,0.18932991340785546,0.2592341,0.12167171776338094,0.01480400690349183
16025501,0.0,0.3996187,0.1781440708126247,0.2410167,0.12130789752504699,0.0147156060019473
16025502,0.0,0.3505726,0.11521936569896622,0.1721981,0.11695961669759102,0.013679551938047412
16025503,0.0,1.0,0.5133634885903648,0.6435912,0.34042972148024897,0.11589239526711989
16035501,0.0,0.3704296,0.1481791020470499,0.21993835,0.13066246801199738,0.01707268054698624
16055120,0.0,32779.0,38.907543877923025,37.0,355.8396662235401,126621.86805808042
16055501,0.0,0.3593974,0.2188307373919175,0.2970574,0.14087657728590935,0.019846210027792795
21015040,-16896.0,32778.0,48.040741712914354,61.0,203.18129225005103,41282.63752040065
21015050,0.0,32778.0,47.71449899511915,45.0,169.46041916606228,28716.833663937527
21015070,-25600.0,32779.0,65.055699439129,66.0,179.51676637260493,32226.269408876422
21015501,0.0,1.0,0.526723064891802,0.483766,0.21403213241782548,0.045809753707321585
21015502,0.0,1.0,0.4683603567675863,0.4886284,0.23246656064059293,0.054040701816066475
21035501,0.0,1.0,0.5269281025391267,0.5118165,0.17041717031035378,0.029042011936588123
21045501,0.0,0.4033057,0.25859690470753244,0.3527743,0.16613174122892216,0.027599755443753555
21055070,-32399.0,32779.0,224.20186817246292,38.0,1611.1266014096861,2595728.9257699256
21055501,0.0,0.5113471,0.29427383295401033,0.3662146,0.14947524918284036,0.02234285011827222
21065501,0.2191488,0.5520249,0.418551489946224,0.4545569,0.09866109162023799,0.009734010999696997
21085501,0.0,0.3659907,0.2525363079375793,0.3141436,0.12967836698105173,0.01681647886287233
21105501,0.0,0.3937769,0.18415863102125024,0.2567566,0.146544344339748,0.02147524485796663
21115010,0.0,32778.0,40.474264948794186,37.0,266.66663577058347,71111.09463320102
21115170,-32512.0,32779.0,84.72478528618211,44.0,865.0176599290327,748255.5519890996
21115180,0.0,32778.0,28.71535702996414,26.0,216.98759626949885,47083.61693481503
21115501,0.5508839,1.0,0.7666435246830466,0.6939037,0.15560966553805422,0.0242143680088651
21165501,0.0,0.4886464,0.34646868919346024,0.4498425,0.1891168810359468,0.03576519469276445
21165502,0.0,1.0,0.3101679987551402,0.3978219,0.20123078710870193,0.04049382968038772
21185501,0.0,0.3992791,0.12857378387241428,0.1511768,0.07195796407668967,0.005177948594062161
21195160,0.0,32778.0,46.3142514011209,25.0,465.85753288837566,217023.24094884403
21195170,-22688.0,32778.0,55.469811708535566,33.0,559.939813608217,313532.5948636048
21195190,-10.0,3129.0,40.143799459326615,40.0,10.48348085803118,109.90337090070616
21195501,0.0,0.5776698,0.17949911287289702,0.0,0.19736779007593053,0.038954044559456585
21205501,0.0,1.0,0.10546131359052072,0.0,0.1807194334846638,0.032659513639017826
21205502,0.0,0.3810945,0.27575604445697754,0.3521132,0.14717615158262018,0.02166081959467039
21205970,42.0,52.0,45.25398230088496,45.0,1.1152009830680654,1.2436732326359794
21206790,42.0,52.0,45.25398230088496,45.0,1.1152009830680654,1.2436732326359794
21206930,-24543.0,32778.0,26.504104893990117,28.0,129.30429586241434,16719.600928474778
21206950,0.0,32778.0,33.37883760876753,32.0,93.44761433255246,8732.456624445465
21206990,-126976.0,61444.0,34.1278358388061,35.0,440.10582799522183,193693.13983535976
21215160,-18688.0,32779.0,41.6222581552306,37.0,277.45205888652464,76979.64498037152
