,Station,Name,Sensor,Fecha,Valor
2279558,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-28 17:00:00.000,78.0
2279559,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-28 18:00:00.000,86.0
2279560,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-28 19:00:00.000,88.0
2279561,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-28 20:00:00.000,89.0
2279562,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-28 21:00:00.000,91.0
2279563,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-28 22:00:00.000,95.0
2279564,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-28 23:00:00.000,95.0
2279565,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 00:00:00.000,99.0
2279566,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 01:00:00.000,98.0
2279567,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 02:00:00.000,98.0
2279568,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 03:00:00.000,96.0
2279569,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 04:00:00.000,96.0
2279570,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 05:00:00.000,97.0
2279571,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 06:00:00.000,98.0
2279572,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 07:00:00.000,96.0
2279573,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 08:00:00.000,90.0
2279574,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 09:00:00.000,83.0
2279575,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 10:00:00.000,78.0
2279576,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 11:00:00.000,70.0
2279577,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 12:00:00.000,71.0
2279578,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 13:00:00.000,65.0
2279579,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 14:00:00.000,64.0
2279580,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 15:00:00.000,68.0
2279581,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 16:00:00.000,69.0
2279582,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 17:00:00.000,73.0
2279583,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 18:00:00.000,85.0
2279584,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 19:00:00.000,90.0
2279585,0015085030,ESCUELA AGRICOLA CARRAIPIA,0027,2016-12-29 20:00:00.000,91.0
