,Station,Name,Sensor,Fecha,Valor
2659075,3702500113,CAMPO HERMOSO,0027,2018-01-26 17:00:00.000,80.0
2659076,3702500113,CAMPO HERMOSO,0027,2018-01-26 18:00:00.000,91.0
2659077,3702500113,CAMPO HERMOSO,0027,2018-01-26 19:00:00.000,96.0
2659078,3702500113,CAMPO HERMOSO,0027,2018-01-26 20:00:00.000,95.0
2659079,3702500113,CAMPO HERMOSO,0027,2018-01-26 21:00:00.000,96.0
2659080,3702500113,CAMPO HERMOSO,0027,2018-01-26 22:00:00.000,94.0
2659081,3702500113,CAMPO HERMOSO,0027,2018-01-26 23:00:00.000,95.0
2659082,3702500113,CAMPO HERMOSO,0027,2018-01-27 00:00:00.000,94.0
2659083,3702500113,CAMPO HERMOSO,0027,2018-01-27 01:00:00.000,94.0
2659084,3702500113,CAMPO HERMOSO,0027,2018-01-27 02:00:00.000,92.0
2659085,3702500113,CAMPO HERMOSO,0027,2018-01-27 03:00:00.000,93.0
2659086,3702500113,CAMPO HERMOSO,0027,2018-01-27 04:00:00.000,95.0
2659087,3702500113,CAMPO HERMOSO,0027,2018-01-27 05:00:00.000,96.0
2659088,3702500113,CAMPO HERMOSO,0027,2018-01-27 06:00:00.000,95.0
2659089,3702500113,CAMPO HERMOSO,0027,2018-01-27 07:00:00.000,94.0
2659090,3702500113,CAMPO HERMOSO,0027,2018-01-27 08:00:00.000,85.0
2659091,3702500113,CAMPO HERMOSO,0027,2018-01-27 09:00:00.000,85.0
2659092,3702500113,CAMPO HERMOSO,0027,2018-01-27 10:00:00.000,93.0
2659093,3702500113,CAMPO HERMOSO,0027,2018-01-27 11:00:00.000,93.0
2659094,3702500113,CAMPO HERMOSO,0027,2018-01-27 12:00:00.000,77.0
2659095,3702500113,CAMPO HERMOSO,0027,2018-01-27 13:00:00.000,62.0
2659096,3702500113,CAMPO HERMOSO,0027,2018-01-27 14:00:00.000,65.0
2659097,3702500113,CAMPO HERMOSO,0027,2018-01-27 15:00:00.000,62.0
2659098,3702500113,CAMPO HERMOSO,0027,2018-01-27 16:00:00.000,73.0
2659099,3702500113,CAMPO HERMOSO,0027,2018-01-27 17:00:00.000,79.0
2659100,3702500113,CAMPO HERMOSO,0027,2018-01-27 18:00:00.000,85.0
