Unnamed: 0,Station,Name,Sensor,Fecha,Valor,Estado,Estado_Anterior
155821,21201980,GUADALUPE,243,2024-01-28 14:09:00,18.21,0PSO0,
155822,21201980,GUADALUPE,243,2024-01-28 14:11:00,17.78,0PSO0,
155823,21201980,GUADALUPE,243,2024-01-28 14:16:00,17.26,0PSO0,
155824,21201980,GUADALUPE,243,2024-01-28 14:18:00,17.15,0PSO0,
155825,21201980,GUADALUPE,243,2024-01-28 14:22:00,16.64,0PSO0,
155826,21201980,GUADALUPE,243,2024-01-28 14:26:00,16.51,0PSO0,
155827,21201980,GUADALUPE,243,2024-01-28 14:30:00,16.09,0PSO0,
155828,21201980,GUADALUPE,243,2024-01-28 14:33:00,15.92,0PSO0,
155829,21201980,GUADALUPE,243,2024-01-28 14:36:00,16.0,0PSO0,
155830,21201980,GUADALUPE,243,2024-01-28 14:39:00,16.09,0PSO0,
155831,21201980,GUADALUPE,243,2024-01-28 14:41:00,16.03,0PSO0,
155832,21201980,GUADALUPE,243,2024-01-28 14:45:00,16.17,0PSO0,
155833,21201980,GUADALUPE,243,2024-01-28 14:46:00,16.17,0PSO0,
155834,21201980,GUADALUPE,243,2024-01-28 14:49:00,15.84,0PSO0,
155835,21201980,GUADALUPE,243,2024-01-28 14:53:00,15.53,0PSO0,
155836,21201980,GUADALUPE,243,2024-01-28 14:57:00,15.48,0PSO0,
155837,21201980,GUADALUPE,243,2024-01-28 15:00:00,15.48,0PSO0,
155838,21201980,GUADALUPE,243,2024-01-28 15:01:00,15.4,0PSO0,
155839,21201980,GUADALUPE,243,2024-01-28 15:02:00,15.4,0PSO0,
155840,21201980,GUADALUPE,243,2024-01-28 15:05:00,15.39,0PSO0,
155841,21201980,GUADALUPE,243,2024-01-28 15:08:00,15.43,0PSO0,
155842,21201980,GUADALUPE,243,2024-01-28 15:09:00,15.43,0PSO0,
155843,21201980,GUADALUPE,243,2024-01-28 15:12:00,15.25,0PSO0,
155844,21201980,GUADALUPE,243,2024-01-28 15:13:00,15.28,0PSO0,
155845,21201980,GUADALUPE,243,2024-01-28 15:16:00,15.2,0PSO0,
155846,21201980,GUADALUPE,243,2024-01-28 15:19:00,15.18,0PSO0,
155847,21201980,GUADALUPE,243,2024-01-28 15:22:00,15.18,0PSO0,
155848,21201980,GUADALUPE,243,2024-01-28 15:25:00,15.26,0PSO0,
155849,21201980,GUADALUPE,243,2024-01-28 15:26:00,15.25,0PSO0,
155850,21201980,GUADALUPE,243,2024-01-28 15:29:00,15.29,0PSO0,
155851,21201980,GUADALUPE,243,2024-01-28 15:33:00,15.17,0PSO0,
155852,21201980,GUADALUPE,243,2024-01-28 15:36:00,15.26,0PSO0,
155853,21201980,GUADALUPE,243,2024-01-28 15:37:00,15.28,0PSO0,
155854,21201980,GUADALUPE,243,2024-01-28 15:40:00,15.42,0PSO0,
155855,21201980,GUADALUPE,243,2024-01-28 15:43:00,15.32,0PSO0,
155856,21201980,GUADALUPE,243,2024-01-28 15:50:00,15.28,0PSO0,
155857,21201980,GUADALUPE,243,2024-01-28 15:52:00,15.25,0PSO0,
155858,21201980,GUADALUPE,243,2024-01-28 15:55:00,15.06,0PSO0,
155859,21201980,GUADALUPE,243,2024-01-28 16:02:00,15.01,0PSO0,
155860,21201980,GUADALUPE,243,2024-01-28 16:03:00,15.01,0PSO0,
155861,21201980,GUADALUPE,243,2024-01-28 16:06:00,14.95,0PSO0,
155862,21201980,GUADALUPE,243,2024-01-28 16:10:00,14.82,0PSO0,
155863,21201980,GUADALUPE,243,2024-01-28 16:13:00,14.84,0PSO0,
155864,21201980,GUADALUPE,243,2024-01-28 16:14:00,14.73,0PSO0,
155865,21201980,GUADALUPE,243,2024-01-28 16:16:00,14.64,0PSO0,
155866,21201980,GUADALUPE,243,2024-01-28 16:17:00,14.64,0PSO0,
155867,21201980,GUADALUPE,243,2024-01-28 16:20:00,14.7,0PSO0,
155868,21201980,GUADALUPE,243,2024-01-28 16:23:00,14.71,0PSO0,
155869,21201980,GUADALUPE,243,2024-01-28 16:25:00,14.82,0PSO0,
155870,21201980,GUADALUPE,243,2024-01-28 16:29:00,14.81,0PSO0,
155871,21201980,GUADALUPE,243,2024-01-28 16:30:00,14.87,0PSO0,
155872,21201980,GUADALUPE,243,2024-01-28 16:33:00,14.73,0PSO0,
155873,21201980,GUADALUPE,243,2024-01-28 16:37:00,14.56,0PSO0,
155874,21201980,GUADALUPE,243,2024-01-28 16:41:00,14.4,0PSO0,
155875,21201980,GUADALUPE,243,2024-01-28 16:44:00,14.31,0PSO0,
155876,21201980,GUADALUPE,243,2024-01-28 16:47:00,14.45,0PSO0,
155877,21201980,GUADALUPE,243,2024-01-28 16:54:00,14.46,0PSO0,
155878,21201980,GUADALUPE,243,2024-01-28 16:55:00,14.45,0PSO0,
155879,21201980,GUADALUPE,243,2024-01-28 16:56:00,14.48,0PSO0,
155880,21201980,GUADALUPE,243,2024-01-28 16:59:00,14.6,0PSO0,
155881,21201980,GUADALUPE,243,2024-01-28 17:02:00,14.85,0PSO0,
155882,21201980,GUADALUPE,243,2024-01-28 17:05:00,15.14,0PSO0,
155883,21201980,GUADALUPE,243,2024-01-28 17:06:00,15.26,0PSO0,
155884,21201980,GUADALUPE,243,2024-01-28 17:08:00,15.32,0PSO0,
155885,21201980,GUADALUPE,243,2024-01-28 17:09:00,15.59,0PSO0,
155886,21201980,GUADALUPE,243,2024-01-28 17:12:00,16.01,0PSO0,
155887,21201980,GUADALUPE,243,2024-01-28 17:15:00,15.93,0PSO0,
