Unnamed: 0,Station,Name,Sensor,Fecha,Valor,Estado,Estado_Anterior
151226,21201200,ESCUELA LA UNION,243,2023-11-29 20:23:00,6.43,0PSO1,
151227,21201200,ESCUELA LA UNION,243,2023-12-01 13:59:00,13.34,0PSO1,
151228,21201200,ESCUELA LA UNION,243,2023-12-01 14:12:00,13.6,0PSO1,
151229,21201200,ESCUELA LA UNION,243,2023-12-02 02:20:00,4.46,0PSO1,
151230,21201200,ESCUELA LA UNION,243,2023-12-02 06:28:00,5.21,0PSO1,
151231,21201200,ESCUELA LA UNION,243,2023-12-02 09:28:00,11.85,0PSO1,
151232,21201200,ESCUELA LA UNION,243,2023-12-02 11:52:00,13.68,0PSO1,
151233,21201200,ESCUELA LA UNION,243,2023-12-02 14:43:00,12.09,0PSO1,
151234,21201200,ESCUELA LA UNION,243,2023-12-02 20:19:00,7.06,0PSO1,
151235,21201200,ESCUELA LA UNION,243,2023-12-02 21:23:00,6.18,0PSO1,
151236,21201200,ESCUELA LA UNION,243,2023-12-03 02:36:00,5.4,0PSO1,
151237,21201200,ESCUELA LA UNION,243,2023-12-03 07:23:00,9.4,0PSO1,
151238,21201200,ESCUELA LA UNION,243,2023-12-03 07:48:00,10.64,0PSO1,
151239,21201200,ESCUELA LA UNION,243,2023-12-03 11:42:00,11.95,0PSO1,
151240,21201200,ESCUELA LA UNION,243,2023-12-03 12:35:00,11.53,0PSO1,
151241,21201200,ESCUELA LA UNION,243,2023-12-03 13:52:00,11.65,0PSO1,
151242,21201200,ESCUELA LA UNION,243,2023-12-03 16:28:00,10.09,0PSO1,
151243,21201200,ESCUELA LA UNION,243,2023-12-03 17:19:00,9.31,0PSO1,
151244,21201200,ESCUELA LA UNION,243,2023-12-03 17:47:00,8.98,0PSO1,
151245,21201200,ESCUELA LA UNION,243,2023-12-03 19:17:00,8.06,0PSO1,
151246,21201200,ESCUELA LA UNION,243,2023-12-03 20:37:00,7.79,0PSO1,
151247,21201200,ESCUELA LA UNION,243,2023-12-03 22:33:00,7.45,0PSO1,
151248,21201200,ESCUELA LA UNION,243,2023-12-03 22:57:00,6.78,0PSO1,
151249,21201200,ESCUELA LA UNION,243,2023-12-04 00:55:00,5.81,0PSO0,
151250,21201200,ESCUELA LA UNION,243,2023-12-04 01:08:00,6.48,0PSO0,
151251,21201200,ESCUELA LA UNION,243,2023-12-04 02:26:00,5.29,0PSO0,
151252,21201200,ESCUELA LA UNION,243,2023-12-04 02:27:00,5.39,0PSO0,
151253,21201200,ESCUELA LA UNION,243,2023-12-04 03:58:00,4.51,0PSO0,
151254,21201200,ESCUELA LA UNION,243,2023-12-04 06:34:00,6.71,0PSO0,
151255,21201200,ESCUELA LA UNION,243,2023-12-04 06:46:00,8.23,0PSO0,
151256,21201200,ESCUELA LA UNION,243,2023-12-04 09:24:00,12.03,0PSO0,
151257,21201200,ESCUELA LA UNION,243,2023-12-04 09:49:00,12.57,0PSO0,
151258,21201200,ESCUELA LA UNION,243,2023-12-04 11:58:00,13.29,0PSO0,
151259,21201200,ESCUELA LA UNION,243,2023-12-04 15:14:00,11.93,0PSO0,
151260,21201200,ESCUELA LA UNION,243,2023-12-04 16:08:00,12.04,0PSO0,
151261,21201200,ESCUELA LA UNION,243,2023-12-04 16:44:00,10.73,0PSO0,
151262,21201200,ESCUELA LA UNION,243,2023-12-04 17:37:00,9.2,0PSO0,
151263,21201200,ESCUELA LA UNION,243,2023-12-04 21:06:00,5.06,0PSO0,
151264,21201200,ESCUELA LA UNION,243,2023-12-04 21:56:00,5.01,0PSO0,
151265,21201200,ESCUELA LA UNION,243,2023-12-04 22:37:00,6.06,0PSO0,
151266,21201200,ESCUELA LA UNION,243,2023-12-04 23:02:00,4.56,0PSO0,
151267,21201200,ESCUELA LA UNION,243,2023-12-04 23:54:00,4.71,0PSO0,
151268,21201200,ESCUELA LA UNION,243,2023-12-05 09:25:00,12.01,0PSO0,
151269,21201200,ESCUELA LA UNION,243,2023-12-05 09:41:00,11.96,0PSO0,
151270,21201200,ESCUELA LA UNION,243,2023-12-05 09:52:00,12.09,0PSO0,
151271,21201200,ESCUELA LA UNION,243,2023-12-05 10:18:00,11.67,0PSO0,
151272,21201200,ESCUELA LA UNION,243,2023-12-05 11:07:00,11.81,0PSO0,
151273,21201200,ESCUELA LA UNION,243,2023-12-05 11:10:00,11.31,0PSO0,
151274,21201200,ESCUELA LA UNION,243,2023-12-05 11:23:00,12.03,0PSO0,
151275,21201200,ESCUELA LA UNION,243,2023-12-05 13:33:00,11.23,0PSO0,
151276,21201200,ESCUELA LA UNION,243,2023-12-05 15:43:00,11.2,0PSO0,
151277,21201200,ESCUELA LA UNION,243,2023-12-05 16:09:00,10.92,0PSO0,
151278,21201200,ESCUELA LA UNION,243,2023-12-05 16:44:00,8.95,0PSO0,
151279,21201200,ESCUELA LA UNION,243,2023-12-05 17:41:00,7.89,0PSO0,
151280,21201200,ESCUELA LA UNION,243,2023-12-05 17:52:00,7.75,0PSO0,
151281,21201200,ESCUELA LA UNION,243,2023-12-05 19:11:00,6.92,0PSO0,
151282,21201200,ESCUELA LA UNION,243,2023-12-05 21:08:00,5.79,0PSO0,
151283,21201200,ESCUELA LA UNION,243,2023-12-05 21:46:00,5.17,0PSO0,
151284,21201200,ESCUELA LA UNION,243,2023-12-05 22:00:00,4.42,,
151285,21201200,ESCUELA LA UNION,243,2023-12-05 22:13:00,4.1,0PSO0,
151286,21201200,ESCUELA LA UNION,243,2023-12-05 23:02:00,5.1,0PSO0,
151287,21201200,ESCUELA LA UNION,243,2023-12-05 23:59:00,5.59,0PSO0,
151288,21201200,ESCUELA LA UNION,243,2023-12-06 00:37:00,5.26,0PSO0,
151289,21201200,ESCUELA LA UNION,243,2023-12-06 00:47:00,5.53,0PSO0,
151290,21201200,ESCUELA LA UNION,243,2023-12-06 03:24:00,4.7,0PSO0,
151291,21201200,ESCUELA LA UNION,243,2023-12-06 03:36:00,5.17,0PSO0,
151292,21201200,ESCUELA LA UNION,243,2023-12-06 03:52:00,5.78,0PSO0,
151293,21201200,ESCUELA LA UNION,243,2023-12-06 05:07:00,5.6,0PSO0,
151294,21201200,ESCUELA LA UNION,243,2023-12-06 06:53:00,6.65,0PSO0,
151295,21201200,ESCUELA LA UNION,243,2023-12-06 07:31:00,7.03,0PSO0,
151296,21201200,ESCUELA LA UNION,243,2023-12-06 07:58:00,7.51,0PSO0,
151297,21201200,ESCUELA LA UNION,243,2023-12-06 08:38:00,9.07,0PSO0,
151298,21201200,ESCUELA LA UNION,243,2023-12-06 09:42:00,10.14,0PSO0,
151299,21201200,ESCUELA LA UNION,243,2023-12-06 11:25:00,10.96,0PSO0,
151300,21201200,ESCUELA LA UNION,243,2023-12-06 12:18:00,10.45,0PSO0,
151301,21201200,ESCUELA LA UNION,243,2023-12-06 13:47:00,11.39,0PSO0,
151302,21201200,ESCUELA LA UNION,243,2023-12-06 14:14:00,11.32,0PSO0,
